,Name,Overall,Wage
912,E. Choupo-Moting,77,€75K
913,J. Pinola,77,€16K
914,J. Hendrix,77,€13K
915,J. Izquierdo,77,€45K
916,S. Sydorchuk,77,€1K
917,C. Grenier,77,€32K
918,T. Strobl,77,€27K
919,V. Odjidja-Ofoe,77,€24K
920,N. Guzmán,77,€38K
921,F. Fabra,77,€22K
922,J. Maddison,77,€45K
923,K. El Ahmadi,77,€35K
924,M. Carcela-González,77,€19K
925,M. Gabbiadini,77,€51K
926,Gomes,77,€25K
927,M. Ritchie,77,€49K
928,G. Bou,77,€26K
929,Javi Fuego,77,€28K
930,E. Akbaba,77,€51K
931,J. Amavi,77,€34K
932,R. Malinovskyi,77,€17K
933,D. Welbeck,77,€95K
934,G. Conti,77,€10K
935,Bruno,77,€23K
936,Garry Rodrigues,77,€53K
937,A. Schwolow,77,€19K
938,L. Cook,77,€44K
939,P. Pérez,77,€24K
940,Gazzolisco,77,€26K
941,Jonatan Soriano,77,€23K
942,Rubén Peña,77,€22K
943,Mikel San José,77,€25K
944,P. Groß,77,€47K
945,L. Baines,77,€74K
946,A. Ogbonna,77,€65K
947,Juan Jesus,77,€51K
948,J. Martínez,77,€22K
949,N. Elvedi,77,€19K
950,G. Moreno,77,€17K
951,J. Valdivia,77,€10K
952,A. Carroll,77,€80K
953,Luís Neto,77,€0.00
954,A. Pyatov,77,€1K
955,T. Gutiérrez,77,€6K
956,Álex Remiro,77,€15K
957,Wilson Eduardo,77,€17K
958,Jorge Meré,77,€15K
959,M. Elneny,77,€76K
960,D. Torres,77,€24K
961,Y. Bounou,77,€22K
962,A. Prijović,77,€1K
963,A. Jahanbakhsh,77,€41K
964,J. Calleri,77,€24K
965,Simão Acunha,77,€35K
966,N. Müller,77,€34K
967,L. Ocampos,77,€38K
968,J. Rodriguez,77,€41K
969,V. Ibišević,77,€31K
970,S. Rondón,77,€41K
971,Victor Sánchez,77,€26K
972,D. Suárez,77,€22K
973,K. Huntelaar,77,€20K
974,L. Dubois,77,€44K
975,André Pinto,77,€14K
976,K. Lala,77,€19K
977,O. Kıvrak,77,€24K
978,A. Bertolacci,77,€75K
979,E. Giaccherini,77,€20K
980,A. Živković,77,€11K
981,R. Ábila,77,€27K
982,P. Diop,77,€22K
983,D. Garmash,77,€1K
984,T. Chandler,77,€33K
985,R. Klavan,77,€30K
986,A. Miranchuk,77,€1K
987,D. Da Silva,77,€30K
988,D. Benaglio,77,€44K
989,T. Rincón,77,€42K
990,M. Pereira,77,€13K
991,C. Borges,77,€24K
992,J. Sand,77,€3K
993,Markel Bergara,77,€22K
994,Vágner Love,77,€50K
995,B. Bourigeaud,77,€28K
996,R. Soriano,77,€31K
997,D. Kuzyaev,77,€0.00
998,R. Sambueza,77,€26K
999,Montoya,77,€43K
1000,A. Poli,77,€34K
1001,C. Austin,77,€53K
1002,L. Tonelli,77,€53K
1003,M. Zárate,77,€26K
1004,J. Sancho,77,€22K
1005,D. Basta,77,€41K
1006,Marçal,77,€54K
1007,Munir,77,€115K
1008,G. Sio,77,€0.00
1009,J. McCarthy,77,€74K
1010,J. Aquino,77,€54K
1011,H. Pérez,77,€29K
1012,Jô,77,€11K
1013,R. Gurtner,77,€15K
1014,C. Sánchez,77,€65K
1015,M. Sissoko,77,€79K
1016,W. Anton,77,€22K
1017,E. Skhiri,77,€21K
1018,Rúben Vezo,77,€26K
1019,Jorge Molina,77,€20K
1020,M. Hasebe,77,€31K
1021,A. Schürrle,77,€47K
1022,O. Ighalo,77,€16K
1023,L. Acosta,77,€22K
1024,V. Babacan,77,€21K
1025,R. Aguilar,77,€23K
1026,Yeray,77,€19K
1027,J. Defoe,77,€49K
1028,L. Schøne,77,€19K
1029,C. Ünder,77,€46K
1030,M. Dabbur,77,€40K
1031,Roberto,77,€21K
1032,Djaniny,77,€42K
1033,Wallace,77,€35K
1034,Pedro Obiang,77,€65K
1035,D. Heintz,77,€20K
1036,N. Mukiele,77,€30K
1037,T. Vermaelen,77,€110K
1038,I. Abate,77,€68K
1039,Diego Llorente,77,€22K
1040,C. Wood,77,€56K
1041,Formosandrinho,77,€26K
1042,E. Pulgar,77,€26K
1043,V. Vasin,77,€1K
1044,V. Grifo,77,€33K
1045,A. Turan,77,€120K
1046,J. dos Santos,77,€10K
1047,D. Schwaab,77,€16K
1048,M. Schmelzer,77,€43K
1049,L. Spinazzola,77,€80K
1050,A. Dragović,77,€50K
1051,D. Pröpper,77,€47K
1052,R. Inglese,77,€60K
1053,A. Marchesín,77,€43K
1054,R. De Paul,77,€27K
1055,C. Gentner,77,€34K
1056,G. Murray,77,€51K
1057,Rafael Carioca,77,€54K
1058,A. McCarthy,77,€37K
1059,L. Chichizola,77,€19K
1060,D. Zakaria,77,€21K
1061,G. Dzhikiya,77,€1K
1062,N. Castillo,77,€14K
1063,D. Origi,77,€83K
1064,O. Yokuşlu,77,€19K
1065,D. Cheryshev,77,€31K
1066,D. Selke,77,€27K
1067,Wendell,77,€43K
1068,M. Layún,77,€28K
1069,Y. Sabaly,77,€35K
1070,P. Cutrone,77,€62K
1071,F. Marchetti,77,€9K
1072,W. Cyprien,77,€28K
1073,G. Paletta,77,€20K
1074,F. Caicedo,77,€51K
1075,Jordi Masip,77,€17K
1076,B. Espinosa,77,€29K
1077,M. Benassi,77,€45K
1078,P. Jagielka,77,€53K
1079,J. Kucka,77,€32K
1080,R. Brady,77,€52K
1081,A. Szymanowski,77,€31K
1082,W. Reid,77,€68K
1083,Cédric,77,€43K
1084,R. Civelli,77,€16K
1085,R. Loftus-Cheek,77,€76K
1086,S. De Maio,77,€30K
1087,S. Brown,77,€47K
1088,A. Mitrović,77,€52K
1089,P. Skjelbred,77,€26K
1090,D. Cvitanich,77,€19K
1091,K. Lasagna,77,€29K
1092,R. Palacio,77,€27K
1093,M. Wolf,77,€41K
1094,E. Gigliotti,77,€24K
1095,N. Jørgensen,77,€17K
1096,Laguardia,77,€24K
1097,J. Lukaku,77,€39K
1098,J. Augustin,77,€39K
1099,M. Diakhaby,77,€22K
1100,Douglas,77,€6K
1101,N. Pejčinović,77,€13K
1102,D. van de Beek,77,€14K
1103,Borja Iglesias,77,€29K
1104,G. Shibasaki,77,€24K
1105,W. Hughes,77,€45K
1106,S. Boufal,77,€41K
1107,T. Kehrer,77,€43K
1108,M. Lang,77,€26K
1109,E. Gutiérrez,77,€15K
1110,D. Upamecano,77,€18K
1111,Jefferson,77,€14K
1112,W. Benítez,77,€23K
1113,E. Bardhi,77,€22K
1114,K. Mbodji,77,€21K
1115,B. Sarr,77,€40K
1116,F. Ferreyra,77,€14K
1117,Danilo,77,€26K
1118,A. Ayew,77,€35K
1119,K. Mitroglou,77,€47K
1120,J. Villar,77,€0.00
1121,P. Herrmann,77,€29K
1122,D. da Costa,77,€27K
1123,V. Fischer,77,€20K
1124,Wesley,77,€20K
1125,D. Ginczek,77,€46K
1126,F. Kostić,77,€16K
1127,R. Fraser,77,€52K
1128,Cote,77,€23K
1129,H. Winks,77,€66K
1130,K. Mbabu,77,€19K
1131,M. Hinteregger,77,€23K
1132,L. Acosta,77,€8K
1133,Sidcley,77,€1K
1134,M. Jørgensen,77,€45K
1135,M. Fabián,77,€36K
1136,Carlos Eduardo,77,€41K
1137,Rubén Castro,77,€11K
1138,L. Augustinsson,77,€22K
1139,S. Aziz,77,€48K
1140,G. Ochoa,77,€13K
1141,P. Hetemaj,77,€19K
1142,André André,77,€13K
1143,Vinícius Júnior,77,€66K
1144,B. Džemaili,77,€33K
1145,Juanpe,77,€27K
1146,K. Fortounis,77,€1K
1147,M. Vorm,77,€56K
1148,B. Oczipka,77,€30K
1149,R. Bentancur,77,€62K
1150,T. Hernández,77,€76K
1151,M. Lowton,77,€50K
1152,I. Diop,77,€46K
1153,B. André,77,€32K
1154,C. Piccini,77,€29K
1155,Paulinho,77,€16K
1156,A. Diawara,77,€41K
1157,Yuri Berchiche,77,€23K
1158,José Sá,77,€1K
1159,F. Kamano,77,€39K
1160,F. Cartabia,77,€12K
1161,E. Ünal,77,€26K
1162,I. Radovanović,77,€18K
1163,Renan Ribeiro,77,€11K
1164,Jony,77,€12K
1165,D. Buonanotte,77,€12K
1166,Tomás Pina,77,€25K
1167,N. Pallois,77,€25K
1168,D. Latza,77,€30K
1169,F. Belluschi,77,€22K
1170,O. Abdulrahman,77,€39K
1171,O. Trejo,77,€21K
1172,N. Barella,77,€24K
1173,Angeliño,77,€11K
1174,Vieirundinho,77,€18K
1175,F. Orellana,77,€24K
1176,F. Grillitsch,77,€30K
1177,C. Ortíz,77,€43K
1178,Bruno Viana,77,€12K
1179,J. Maidana,77,€22K
1180,R. Funes Mori,77,€28K
1181,D. Kohr,77,€43K
1182,F. Higuaín,77,€10K
1183,A. Barák,77,€24K
1184,F. Andone,77,€49K
1185,Adrián,77,€16K
1186,G. González,77,€30K
1187,Otávio,77,€32K
1188,D. Janmaat,77,€50K
1189,R. Funes Mori,77,€49K
1190,P. Schick,77,€53K
1191,Aleix Vidal,77,€17K
1192,A. Schöpf,77,€27K
1193,W. Boly,77,€58K
1194,Alberto Moreno,77,€76K
1195,C. Villanueva,77,€39K
1196,M. Weiser,77,€43K
1197,G. Escalante,77,€21K
1198,M. Holgate,76,€50K
1199,J. Hopf,76,€17K
1200,D. Zurutuza,76,€26K
1201,Juanmi,76,€27K
1202,K. Gibbs,76,€32K
1203,F. Fernández,76,€42K
1204,L. Kalinić,76,€17K
1205,N. Radoja,76,€22K
1206,N. Blandi,76,€23K
1207,David Juncà,76,€18K
1208,Wu Lei,76,€19K
1209,Gabriel Boschilia,76,€48K
1210,Iuri Medeiros,76,€12K
1211,M. Phillips,76,€34K
1212,Iván Cuéllar,76,€21K
1213,J. Lössl,76,€34K
1214,Mario Suárez,76,€16K
1215,W. Bony,76,€32K
1216,S. Doumbia,76,€31K
1217,D. Reyes,76,€48K
1218,Bernat,76,€54K
1219,V. Behrami,76,€24K
1220,S. Langkamp,76,€24K
1221,J. Sosa,76,€30K
1222,A. Touré,76,€20K
1223,Jesé,76,€59K
1224,D. Ings,76,€85K
1225,M. Esser,76,€24K
1226,F. Acheampong,76,€16K
1227,R. Knoche,76,€36K
1228,O. Vlachodimos,76,€7K
1229,J. Denayer,76,€41K
1230,S. Rode,76,€40K
1231,Wendel,76,€10K
1232,A. Nagy,76,€24K
1233,Alfa Semedo,76,€8K
1234,A. Barnes,76,€55K
1235,Alan Kardec,76,€13K
1236,Marcelo,76,€13K
1237,E. Boateng,76,€22K
1238,Dalbert,76,€41K
1239,A. Halilović,76,€61K
1240,I. Popov,76,€1K
1241,T. Cleverley,76,€51K
1242,M. Livaja,76,€1K
1243,M. Uribe,76,€54K
1244,P. Bargfrede,76,€25K
1245,J. Jankto,76,€23K
1246,Junior Firpo,76,€15K
1247,D. D'Ambrosio,76,€50K
1248,D. Boyko,76,€1K
1249,M. Díaz,76,€19K
1250,S. Vokes,76,€55K
1251,Héldon,76,€23K
1252,Mario Hermoso,76,€21K
1253,F. Bartels,76,€27K
1254,K. Malcuit,76,€47K
1255,R. Marin,76,€15K
1256,Ayoze Pérez,76,€42K
1257,Júnior Moraes,76,€1K
1258,V. Berisha,76,€40K
1259,R. Freuler,76,€26K
1260,Ganso,76,€17K
1261,Vicente Gómez,76,€12K
1262,M. Pašalić,76,€71K
1263,Vitor Hugo,76,€45K
1264,B. Fornaroli,76,€15K
1265,R. Snodgrass,76,€66K
1266,Francisco Geraldes,76,€12K
1267,I. Ordets,76,€1K
1268,D. Santon,76,€47K
1269,M. Niang,76,€37K
1270,O. Wendt,76,€24K
1271,C. Riveros,76,€0.00
1272,F. Benković,76,€37K
1273,M. Torres,76,€4K
1274,M. Noble,76,€66K
1275,M. Rashica,76,€25K
1276,C. Benteke,76,€53K
1277,Rômulo,76,€17K
1278,D. Pabón,76,€46K
1279,Embarba,76,€20K
1280,C. Kerbrat,76,€21K
1281,L. Teodorczyk,76,€28K
1282,Alexo Baia,76,€25K
1283,David Seijalbo,76,€25K
1284,N. Nández,76,€20K
1285,L. Rupp,76,€32K
1286,Jordi Amat,76,€18K
1287,W. Caballero,76,€39K
1288,F. Di Francesco,76,€44K
1289,O. El Kaddouri,76,€1K
1290,T. Rogić,76,€46K
1291,G. Töre,76,€43K
1292,M. Destro,76,€33K
1293,Josué,76,€19K
1294,A. Bizzarri,76,€2K
1295,Ki Sung Yueng,76,€46K
1296,H. Onyekuru,76,€56K
1297,N. Pépé,76,€26K
1298,Matheus Pereira,76,€12K
1299,Y. Salibur,76,€23K
1300,E. Vargas,76,€55K
1301,L. Magallán,76,€18K
1302,Danny,76,€12K
1303,C. Hérelle,76,€26K
1304,E. Mangala,76,€84K
1305,O. Selnæs,76,€24K
1306,Víctor Vázquez,76,€9K
1307,Diego Mariño,76,€9K
1308,Carles Planas,76,€26K
1309,G. Fernández,76,€21K
1310,Soldado,76,€61K
1311,A. Ekdal,76,€34K
1312,Gedson Fernandes,76,€6K
1313,M. Darmian,76,€88K
1314,N. Chalobah,76,€38K
1315,R. Pizarro,76,€37K
1316,André Simões,76,€1K
1317,S. Tshabalala,76,€16K
1318,L. Rossettini,76,€16K
1319,F. Viviani,76,€15K
1320,M. de Roon,76,€26K
1321,Rubén Duarte,76,€18K
1322,Y. Ōsako,76,€30K
1323,Gil,76,€18K
1324,A. Ruiz,76,€13K
1325,P. van Aanholt,76,€44K
1326,S. Meïté,76,€31K
1327,K. Dolberg,76,€15K
1328,Juli Freitinho,76,€13K
1329,L. Vietto,76,€42K
1330,A. Izzo,76,€36K
1331,A. Paloschi,76,€17K
1332,G. Gönül,76,€40K
1333,Llorente,76,€76K
1334,J. Morel,76,€48K
1335,G. Kakuta,76,€20K
1336,João Pedro,76,€30K
1337,S. García,76,€23K
1338,Eltildo Correia,76,€30K
1339,Kenedy,76,€71K
1340,M. Moralez,76,€9K
1341,N. Vukčević,76,€21K
1342,F. Borini,76,€76K
1343,I. Sarr,76,€22K
1344,C. Clark,76,€42K
1345,Mata,76,€25K
1346,M. Albrighton,76,€60K
1347,A. Gray,76,€53K
1348,F. Guarín,76,€16K
1349,Yoel,76,€18K
1350,J. Cuadrado,76,€3K
1351,S. Widmer,76,€23K
1352,B. Dzsudzsák,76,€0.00
1353,P. Mantalos,76,€1K
1354,S. Proto,76,€20K
1355,A. Mehmedi,76,€40K
1356,Pablo,76,€34K
1357,I. Slimani,76,€62K
1358,C. Erkin,76,€41K
1359,D. Chygrynskyi,76,€1K
1360,Beto,76,€12K
1361,A. Samaris,76,€12K
1362,G. Lapadula,76,€20K
1363,Dênildo Stein,76,€30K
1364,S. Padt,76,€8K
1365,S. Taïder,76,€30K
1366,F. Klaus,76,€38K
1367,H. Nordtveit,76,€31K
1368,L. Zuffi,76,€25K
1369,Emilio Piodão,76,€13K
1370,S. Zuber,76,€29K
1371,J. Palomino,76,€25K
1372,Y. Mutō,76,€46K
1373,J. Altidore,76,€10K
1374,M. Barbosa,76,€22K
1375,G. Laborde,76,€24K
1376,P. Baysse,76,€34K
1377,Eric Botteghin,76,€13K
1378,Iván Alejo,76,€20K
1379,S. Blanco,76,€9K
1380,Thiago Mendes,76,€28K
1381,D. Brosinski,76,€25K
1382,T. Monconduit,76,€18K
1383,Andrés Fernández,76,€22K
1384,Eraso,76,€29K
1385,S. Hanni,76,€1K
1386,M. Konaté,76,€20K
1387,C. Théréau,76,€40K
1388,A. Donatti,76,€19K
1389,T. Jedvaj,76,€40K
1390,Pedro Henrique,76,€10K
1391,J. Briand,76,€41K
1392,F. Lustenberger,76,€24K
1393,J. Ayew,76,€31K
1394,S. Sanogo,76,€22K
1395,R. Thomas,76,€21K
1396,Rafael Cachoira,76,€20K
1397,N. Sansone,76,€32K
1398,E. Bičakčić,76,€31K
1399,J. Veltman,76,€16K
1400,A. Knockaert,76,€44K
1401,Douglas Santos,76,€12K
1402,S. Bocchetti,76,€1K
1403,M. Dembélé,76,€43K
1404,E. Valencia,76,€55K
1405,F. Mollet,76,€25K
1406,D. Dumfries,76,€13K
1407,Koo Ja Cheol,76,€25K
1408,A. Petagna,76,€25K
1409,De Tomás,76,€105K
1410,E. Balanta,76,€23K
1411,T. Koubek,76,€21K
1412,J. Allen,76,€44K
1413,Alan Carvalho,76,€21K
1414,S. Ristovski,76,€12K
1415,Maicón,76,€19K
1416,D. Quintero,76,€10K
1417,P. Højbjerg,76,€38K
1418,I. Santini,76,€23K
1419,Vieirinha,76,€1K
1420,M. Boselli,76,€32K
1421,L. Antonelli,76,€14K
1422,B. Embolo,76,€24K
1423,V. Eysseric,76,€53K
1424,C. Salcedo,76,€25K
1425,A. Ranocchia,76,€47K
1426,L. Unnerstall,76,€12K
1427,T. Baumgartl,76,€25K
1428,F. Bustos,76,€16K
1429,P. Jansson,76,€38K
1430,W. Vainqueur,76,€18K
1431,S. Kverkvelia,76,€1K
1432,Rubén Blanco,76,€14K
1433,P. Aguilar,76,€23K
1434,A. Ndiaye Diedhiou,76,€17K
1435,Rafinha,76,€53K
1436,D. Limberský,76,€1K
1437,G. Cabral,76,€21K
1438,J. De Guzmán,76,€32K
1439,S. Terodde,76,€23K
1440,J. Fernandes,76,€16K
1441,Kiko Femenía,76,€44K
1442,Recio,76,€26K
1443,A. Samedov,76,€1K
1444,A. Smith,76,€51K
1445,Maurício,76,€1K
1446,D. Stephens,76,€46K
1447,Miguel Lopes,76,€17K
1448,I. Belfodil,76,€35K
1449,J. Campbell,76,€19K
1450,Marc Roca,76,€17K
1451,M. Veljković,76,€21K
1452,J. Willems,76,€25K
1453,A. Lennon,76,€48K
1454,F. Forster,76,€33K
1455,Júnior Caiçara,76,€24K
1456,C. Biraghi,76,€42K
1457,Aritz Elustondo,76,€21K
1458,Fred Aníbão,76,€12K
1459,O. Romero,76,€16K
1460,Nelsildo Reis,76,€17K
1461,V. Koziello,76,€19K
1462,A. Cresswell,76,€63K
1463,Alex Berenguer,76,€34K
1464,C. Davies,76,€38K
1465,C. Kouyaté,76,€46K
1466,Y. Kobayashi,76,€12K
1467,Camarasa,76,€20K
1468,J. Martin,76,€20K
1469,J. Grealish,76,€18K
1470,D. Pelkas,76,€1K
1471,J. Montero,76,€30K
1472,J. Forrest,76,€48K
1473,Varela,76,€1K
1474,M. Antenucci,76,€17K
1475,R. Durmisi,76,€33K
1476,P. Schwegler,76,€29K
1477,A. Hunt,76,€16K
1478,Aday Benítez,76,€26K
1479,K. Tierney,76,€32K
1480,Jaume,76,€23K
1481,S. Gigot,76,€1K
1482,I. Brizuela,76,€36K
1483,A. Souquet,76,€19K
1484,A. Delort,76,€30K
1485,P. Zabaleta,76,€60K
1486,Andeson Trigo,76,€25K
1487,J. Gnagnon,76,€11K
1488,Mosquera,76,€10K
1489,I. Bebou,76,€28K
1490,R. Morrison,76,€40K
1491,L. Christodoulopoulos,76,€1K
1492,J. McArthur,76,€48K
1493,R. Olsen,76,€41K
1494,W. Hoedt,76,€34K
1495,R. Holding,76,€64K
1496,F. Montero,76,€15K
1497,N. Sliti,76,€15K
1498,J. Vázquez,76,€20K
1499,Rodrigo Ely,76,€18K
1500,M. Benítez,76,€18K
1501,Y. Yazıcı,76,€22K
1502,Y. Sankharé,76,€39K
1503,A. N'Diaye,76,€28K
1504,S. Bell,76,€24K
1505,K. Linetty,76,€28K
1506,F. Uduokhai,76,€26K
1507,M. Samatta,76,€18K
1508,Barragán,76,€21K
1509,R. Hamouma,76,€30K
1510,L. Skorupski,76,€23K
1511,Toño García,76,€22K
1512,A. Szalai,76,€35K
1513,Raúl Navas,76,€24K
1514,B. Koné,76,€20K
1515,J. Brekalo,76,€33K
1516,Diego Tardelli,76,€20K
1517,A. Hegazi,76,€31K
1518,M. Sels,76,€14K
1519,D. Gray,76,€50K
1520,M. Pjaca,76,€75K
1521,M. Arambarri,76,€18K
1522,A. Ćorić,76,€38K
1523,T. Gebre Selassie,76,€24K
1524,C. Nkunku,76,€46K
1525,M. Topal,76,€51K
1526,Léo Matos,76,€1K
1527,F. Kainz,76,€28K
1528,B. Henrichs,76,€36K
1529,Victildinho,76,€13K
1530,D. Praet,76,€28K
1531,A. Umar,76,€13K
1532,J. Orozco,76,€16K
1533,N. El Zhar,76,€28K
1534,O. Colley,76,€28K
1535,J. Aholou,76,€44K
1536,G. Clichy,76,€23K
1537,Rubén Sobrino,76,€25K
1538,J. Iturbe,76,€23K
1539,H. Soudani,76,€51K
1540,M. Bradley,76,€8K
1541,Z. Labyad,76,€17K
1542,D. Mbokani,76,€15K
1543,T. Mangani,76,€23K
1544,A. Lunin,76,€24K
1545,E. Insúa,76,€31K
1546,N. Domingo,76,€19K
1547,D. Yedlin,76,€34K
1548,D. González,76,€22K
1549,T. Kraft,76,€21K
1550,M. Simon,76,€20K
1551,Davi Parrela,76,€16K
1552,N. Domínguez,76,€12K
1553,C. Dawson,76,€32K
1554,A. Rusnák,76,€8K
1555,Paulo Oliveira,76,€21K
1556,A. Gomis,76,€9K
1557,H. Tekin,76,€44K
1558,Tozé,76,€11K
1559,R. Ruidíaz,76,€10K
1560,J. Hogg,76,€42K
1561,L. Holtby,76,€16K
1562,A. Djiku,76,€18K
1563,O. Alonso,76,€8K
1564,S. Berge,76,€11K
1565,C. Zambrano,76,€25K
1566,M. Antonio,76,€69K
1567,J. Clasie,76,€44K
1568,Diego Rico,76,€49K
1569,Mossoró,76,€25K
1570,G. Donsah,76,€27K
1571,Felipe,75,€13K
1572,S. Fofana,75,€22K
1573,Pablo Santos,75,€13K
1574,J. Svensson,75,€13K
1575,E. Roco,75,€36K
1576,F. Midtsjø,75,€13K
1577,Francis,75,€19K
1578,Ivi,75,€19K
1579,Unai Núñez,75,€14K
1580,L. Lerager,75,€31K
1581,P. De Blasis,75,€21K
1582,M. Zajc,75,€13K
1583,J. Stanislas,75,€55K
1584,Lucas Evangelista,75,€21K
1585,M. Stoch,75,€1K
1586,S. van Beek,75,€11K
1587,Fabrio Farinha,75,€31K
1588,M. Kozáčik,75,€1K
1589,Fran Sol,75,€11K
1590,R. Otero,75,€23K
1591,G. Maripán,75,€17K
1592,M. Braithwaite,75,€53K
1593,E. Dilaver,75,€1K
1594,R. Álvarez,75,€21K
1595,A. Masuaku,75,€49K
1596,Rolando,75,€35K
1597,Fran Rico,75,€9K
1598,D. Tarasov,75,€1K
1599,Alcalá,75,€26K
1600,Alan Patrick,75,€1K
1601,L. Refaelov,75,€13K
1602,Y. Gazinskiy,75,€0.00
1603,Palhinha,75,€10K
1604,Balenziaga,75,€20K
1605,R. Petrović,75,€12K
1606,K. Ansarifard,75,€51K
1607,M. Ninković,75,€10K
1608,A. Talavera,75,€11K
1609,A. Barrada,75,€18K
1610,J. Korb,75,€28K
1611,F. Gutiérrez,75,€9K
1612,T. Bongonda,75,€14K
1613,Simão Donatinho,75,€20K
1614,Luís Hernández,75,€10K
1615,L. Balogun,75,€38K
1616,M. Rog,75,€43K
1617,B. Dočkal,75,€15K
1618,J. Durmaz,75,€28K
1619,T. Kádár,75,€1K
1620,E. Andrada,75,€16K
1621,Z. Steffen,75,€5K
1622,M. Lestienne,75,€16K
1623,M. Alustiza,75,€21K
1624,Borja Mayoral,75,€86K
1625,D. Bonera,75,€18K
1626,Saúl Berjón,75,€12K
1627,C. Beauvue,75,€23K
1628,Danilo,75,€25K
1629,J. Hernández,75,€26K
1630,J. Hendrick,75,€46K
1631,M. Lopez,75,€29K
1632,F. Hanin,75,€10K
1633,D. Machís,75,€26K
1634,A. Potuk,75,€53K
1635,Idris,75,€8K
1636,N. Cardozo,75,€20K
1637,Javi López,75,€23K
1638,G. Pandev,75,€18K
1639,Júlio Tavares,75,€17K
1640,D. Liénard,75,€18K
1641,Y. Pelé,75,€19K
1642,L. Sepe,75,€36K
1643,J. Bruma,75,€35K
1644,O. Duarte,75,€24K
1645,A. Franco,75,€13K
1646,Dani Olmo,75,€1K
1647,F. Di Santo,75,€31K
1648,Jozabed,75,€21K
1649,G. Carrillo,75,€46K
1650,M. Zeegelaar,75,€42K
1651,G. Ferrari,75,€40K
1652,O. Şahiner,75,€18K
1653,I. Traoré,75,€20K
1654,T. Arslan,75,€38K
1655,N. Araújo,75,€20K
1656,S. Armstrong,75,€42K
1657,K. Billiat,75,€1K
1658,Ivan Cavaleiro,75,€54K
1659,E. Cabaco,75,€17K
1660,Silas Almeim,75,€13K
1661,C. Kameni,75,€39K
1662,Hélder Costa,75,€54K
1663,E. Durm,75,€38K
1664,Emerson,75,€61K
1665,G. Haraguchi,75,€30K
1666,C. Fuchs,75,€50K
1667,E. Kalinski,75,€21K
1668,Rafael,75,€14K
1669,F. Frei,75,€24K
1670,M. Risse,75,€21K
1671,V. Cáceres,75,€0.00
1672,Renan Bressan,75,€11K
1673,Lucas Lima,75,€22K
1674,M. Silvestre,75,€13K
1675,Portillo,75,€22K
1676,F. Rønnow,75,€21K
1677,N. Spolli,75,€11K
1678,S. Rajković,75,€5K
1679,R. Berić,75,€31K
1680,V. Hernández,75,€6K
1681,Claudemir,75,€14K
1682,T. Jantschke,75,€24K
1683,L. Schaub,75,€18K
1684,P. Tschauner,75,€22K
1685,Gabrisco Aníbal,75,€19K
1686,B. Feilhaber,75,€9K
1687,A. Grassi,75,€43K
1688,N. Vikonis,75,€7K
1689,P. Ntep,75,€36K
1690,L. Vangioni,75,€37K
1691,S. Okazaki,75,€59K
1692,Diego Castro,75,€5K
1693,C. Jallet,75,€26K
